horizontal segments,vertical segments,runtime(ms)
1,41800,10.883808135986328
1,600,1.0602474212646484
1,80400,16.93558692932129
1,15600,4.732370376586914
1,7100,3.1800270080566406
1,12300,4.514217376708984
1,22700,7.603168487548828
1,50600,9.804725646972656
1,8500,2.4106502532958984
1,57500,15.478372573852539
1,31600,7.5130462646484375
1,12900,4.66609001159668
1,67200,13.10586929321289
1,39600,7.661342620849609
1,89200,21.752119064331055
1,82200,21.78192138671875
1,27400,8.040904998779297
1,61200,16.412973403930664
1,39500,8.69607925415039
1,13000,4.923105239868164
1,78800,17.200231552124023
1,79500,18.882274627685547
1,15400,5.709648132324219
1,97800,18.4786319732666
1,65000,14.114141464233398
1,38500,7.8277587890625
1,54200,15.306949615478516
1,17600,6.106138229370117
1,60000,19.1953182220459
1,97100,19.025087356567383
1,82000,15.657663345336914
1,11900,4.909515380859375
1,70700,13.714790344238281
1,98500,18.832921981811523
1,60200,14.600515365600586
1,88900,16.925334930419922
1,88600,16.83330535888672
1,22900,5.697011947631836
1,79300,15.27857780456543
1,51000,10.300159454345703
1,32800,7.479667663574219
1,34800,9.267568588256836
1,56800,11.70492172241211
1,73100,14.46676254272461
1,80600,20.093441009521484
1,29300,9.490013122558594
1,71500,21.079301834106445
1,14100,5.181312561035156
1,13400,3.4265518188476562
1,1100,1.1661052703857422
1,28800,6.060123443603516
1,32200,9.27591323852539
1,30900,8.368968963623047
1,63900,16.18647575378418
1,97700,19.89889144897461
1,93800,18.975019454956055
1,63000,14.111995697021484
1,86400,16.01886749267578
1,33900,10.51020622253418
1,4300,2.1495819091796875
1,71200,15.87986946105957
1,70500,15.733480453491211
1,4500,2.2153854370117188
1,31100,10.558128356933594
1,17400,6.148099899291992
1,19500,5.048274993896484
1,65500,15.576362609863281
1,2600,1.6396045684814453
1,1400,1.283407211303711
1,85200,19.723176956176758
1,61800,12.323617935180664
1,88400,24.10578727722168
1,42700,10.782480239868164
1,94200,18.746137619018555
1,8900,3.353595733642578
1,36500,8.516788482666016
1,72400,17.421245574951172
1,12600,4.506349563598633
1,66800,13.850212097167969
1,40300,13.666629791259766
1,41700,9.578466415405273
1,45100,14.948368072509766
1,32600,7.342815399169922
1,29400,8.631467819213867
1,28200,9.49859619140625
1,47600,11.515140533447266
1,53700,12.500286102294922
1,40500,10.180950164794922
1,84100,16.9069766998291
1,9500,2.8748512268066406
1,8000,3.4224987030029297
1,84800,20.509719848632812
1,3800,2.0952224731445312
1,19400,4.186153411865234
1,6400,2.6357173919677734
1,65400,15.9149169921875
1,49400,10.138273239135742
1,65900,12.750387191772461
1,56600,12.371063232421875
1,26800,6.617307662963867
1,22500,5.217790603637695
1,72200,15.123128890991211
1,36200,8.310556411743164
1,42500,8.856773376464844
1,14500,3.896951675415039
1,27700,9.344339370727539
1,30600,6.294012069702148
1,50700,11.077642440795898
1,45400,9.723901748657227
1,4900,2.3407936096191406
1,56000,12.913227081298828
1,93300,20.40839195251465
1,99500,27.15897560119629
1,99400,26.191234588623047
1,76700,22.76158332824707
1,74700,19.8974609375
1,68600,14.004707336425781
1,22400,5.860328674316406
1,69500,15.901327133178711
1,15900,4.125118255615234
1,52600,9.968757629394531
1,68900,15.480756759643555
1,98000,24.074316024780273
1,3700,1.9938945770263672
1,15500,4.743814468383789
1,70300,16.521930694580078
1,40200,9.06062126159668
1,53900,11.973381042480469
1,66500,16.557931900024414
1,83200,26.4585018157959
1,95900,21.6219425201416
1,15800,3.7000179290771484
1,47900,10.813236236572266
1,79900,16.389131546020508
1,76300,17.70329475402832
1,9600,3.990650177001953
1,23600,5.082130432128906
1,23200,6.646633148193359
1,79000,18.116474151611328
1,9100,3.5114288330078125
1,13600,4.860877990722656
1,85100,18.73159408569336
1,85800,17.39954948425293
1,13500,4.99415397644043
1,37900,8.116483688354492
1,64200,14.547348022460938
1,61000,11.573553085327148
1,73900,14.893293380737305
1,24800,8.440256118774414
1,97200,19.48237419128418
1,67500,16.57581329345703
1,41200,8.795499801635742
1,46200,12.549400329589844
1,52700,10.171175003051758
1,27100,9.168863296508789
1,39200,12.964010238647461
1,76200,16.09206199645996
1,70100,14.224767684936523
1,14600,4.69660758972168
1,37500,9.941577911376953
1,43000,9.321451187133789
1,31200,8.094072341918945
1,47400,13.00191879272461
