horizontal segments,vertical segments,runtime(ms)
41800,1,7.141828536987305
600,1,1.0309219360351562
80400,1,11.561870574951172
15600,1,2.4001598358154297
7100,1,2.312898635864258
12300,1,2.3190975189208984
22700,1,4.280328750610352
50600,1,7.207393646240234
8500,1,2.7043819427490234
57500,1,9.814023971557617
31600,1,4.444360733032227
12900,1,2.5031566619873047
67200,1,14.715194702148438
39600,1,6.41942024230957
89200,1,12.624025344848633
82200,1,13.358354568481445
27400,1,4.194021224975586
61200,1,9.627580642700195
39500,1,5.909442901611328
13000,1,3.689289093017578
78800,1,14.045953750610352
79500,1,12.597084045410156
15400,1,4.090309143066406
97800,1,17.711639404296875
65000,1,8.353710174560547
38500,1,5.729436874389648
54200,1,8.210897445678711
17600,1,4.080772399902344
60000,1,9.673357009887695
97100,1,12.970447540283203
82000,1,11.762380599975586
11900,1,3.4024715423583984
70700,1,9.995222091674805
98500,1,12.845277786254883
60200,1,8.291006088256836
88900,1,12.701988220214844
88600,1,13.253927230834961
22900,1,4.509449005126953
79300,1,11.015176773071289
51000,1,8.208274841308594
32800,1,6.071329116821289
34800,1,5.418539047241211
56800,1,9.755134582519531
73100,1,10.726451873779297
80600,1,14.055967330932617
29300,1,7.299184799194336
71500,1,11.496782302856445
14100,1,3.8328170776367188
13400,1,3.6873817443847656
1100,1,1.0418891906738281
28800,1,5.259037017822266
32200,1,5.7888031005859375
30900,1,4.533529281616211
63900,1,11.860847473144531
97700,1,13.227224349975586
93800,1,13.464689254760742
63000,1,13.422489166259766
86400,1,11.06715202331543
33900,1,6.111383438110352
4300,1,1.2869834899902344
71200,1,9.850502014160156
70500,1,14.641523361206055
4500,1,1.7986297607421875
31100,1,5.119562149047852
17400,1,2.8252601623535156
19500,1,4.024267196655273
65500,1,14.719247817993164
2600,1,1.3344287872314453
1400,1,0.9729862213134766
85200,1,11.394500732421875
61800,1,9.760141372680664
88400,1,20.369529724121094
42700,1,5.720615386962891
94200,1,13.367414474487305
8900,1,2.6891231536865234
36500,1,5.045890808105469
72400,1,12.218475341796875
12600,1,3.464221954345703
66800,1,9.505987167358398
40300,1,6.576061248779297
41700,1,7.032871246337891
45100,1,9.121417999267578
32600,1,8.012056350708008
29400,1,4.796504974365234
28200,1,5.893707275390625
47600,1,10.898590087890625
53700,1,8.01539421081543
40500,1,6.000041961669922
84100,1,12.093305587768555
9500,1,2.898693084716797
8000,1,2.449512481689453
84800,1,17.17972755432129
3800,1,1.5878677368164062
19400,1,3.8993358612060547
6400,1,1.9693374633789062
65400,1,10.049819946289062
49400,1,10.93435287475586
65900,1,10.37287712097168
56600,1,12.786626815795898
26800,1,4.75621223449707
22500,1,5.048990249633789
